"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Impresiones,Alcance,IMPRESSION:UNIQUE_USERS,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Comentarios negativos de los usuarios: Ocultar","Total de clics","Consumo de segmentación del público coincidente (Photo Click)","Clics de otro tipo","Clics en el enlace","Consumo de segmentación del público coincidente (Video Click)","Segundos reproducidos","Segundos en promedio reproducidos","Ingresos estimados (USD)","CPM del anuncio (USD)","Impresiones del anuncio","Comentarios negativos de los usuarios: Ocultar todo"
685320370055413,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"02/23/2023 14:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid02tMdUerDu2DUtpf69gsqczNHSgM8FtCJyWCXRjZXJZAzjZmn8a1adWuco8AXTPMTcl,0,0,Foto,,,,,Total,1960,1791,,2,2,0,0,,16,11,5,,,,,,,,
685320640055386,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"02/23/2023 14:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid02RZgLj66jFXvyKcJiBowrL99cgxFxbqCVdMW6pz4gvdK7w3rDwWb6enn9FdFDykeDl,0,0,Foto,,,,,Total,2171,1865,,4,3,0,1,,65,56,9,,,,,,,,
685833966670720,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"02/24/2023 09:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid02X8PruyLkajBFZrruxTLBvFC24qoLjUpacVaGRPpj6yopmdqeAM8SHLNS9P62Lzdtl,0,0,Foto,,,,,Total,1863,1643,,10,9,0,1,,52,39,13,,,,,,,,
685834550003995,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"02/24/2023 10:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid01GS4V5u716AQcitH2LQUsctWnnUqvEPmBokRFQDRyS4MB63onKp2s1UXZZtA9FvJl,0,0,Foto,,,,,Total,1976,1751,,8,4,2,2,,38,14,24,,,,,,,,1
685834680003982,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"02/24/2023 10:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid032A61cW6BFxkbMYqN2mGJZ67a6tMnQtro8gP3CKMBdqb9uC1NfcHVkxJpVM68Vm4bl,0,0,Foto,,,,,Total,1825,1528,,6,5,0,1,,20,14,6,,,,,,,,
685837246670392,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"El British Council publicó la tercera edición de su convocatoria de becas completas para mujeres en STEM. 

 El próximo 16 de marzo se ofrecerá  una sesión virtual informativa de tal manera que sirva como espacio para despejar dudas referentes a esta convocatoria.

 

 liga de registro al webinario : https://forms.office.com/r/FdeZrxUhCL",0,"02/24/2023 10:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid02iSCeezXPSddWqazxpfiCGKGNUmmU9HHwHBho4L7fGmYLL2n1o35sCq9Aq2P6jtR3l,0,0,Foto,,,,,Total,2179,1833,,4,3,0,1,,24,11,5,8,,,,,,,
686001143320669,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"02/24/2023 17:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid02HAPCenULsK8ze3RhKaE1dAangLUm9vU1B5uwAR37SRhZwJpP4B9rZusyKMQfWbTvl,0,0,Foto,,,,,Total,2719,2382,,11,10,0,1,,76,28,48,,,,,,,,
686041089983341,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"¡Recuerda portar tu Credencial Universitaria!

Es tu identificación como estudiante y parte de la comunidad Cimarrón dentro de la Facultad de Ingeniería y nuestro campus.",14,"02/24/2023 19:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid0b4khpyPfEeJJyMRWAXMBi6mQhceHtyhq53Viyvkvkzx1wvqzH23tKs8q2HDktGxKl,0,0,Video,,,,,Total,4917,3504,,170,134,18,18,,605,,533,1,71,30187.292,6.628,0,0,0,
687086649878785,422553107793433,"Facultad de Ingeniería UABC Mexicali","BOLETÍN FIM Noviembre 2022-2 Enero2023-1","En cumplimiento al  Plan de Desarrollo de la Facultad de Ingeniería en su Política 8 Comunicación e Identidad Universitaria, les presentamos nuestro séptimo  boletín informativo,  el cual se publicará periódicamente para mantener informada a nuestra comunidad de los acontecimientos más relevantes desarrollados como parte de la vida universitaria. 

Con esto estamos avanzando hacia el cumplimiento de nuestra acción específica:
8.1.1.1. Fomentar la difusión de eventos y acontecimientos relevantes de la FIM hacia el exterior y el interior a través de un portal web actualizado, boletín informativo y otros medios de comunicación.

https://www.yumpu.com/es/document/read/67544709/boletin-fim-noviembre-2022-2-enero2023-1",0,"02/26/2023 10:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid02pzoHjHmxotYX8ByN2rsJfKDUi3YZHHLXAChBYszBcQZA8ufpViELNhv6MLpUr7dZl,0,0,Enlace,,,,,Total,1812,1533,,7,6,1,0,,69,,37,32,,,,,,,
668524031735047,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"El día de hoy se celebró la toma de protesta del Dr. Jesús Adolfo Soto Curiel, como vicerrector de la UABC Campus Mexicali para el periodo 2023-2027.
Desde la FIM, le deseamos el mejor de los éxitos en su nueva gestión.",0,"01/30/2023 12:01",N/A,https://www.facebook.com/fimuabc/posts/pfbid07fkJ29zqTcDWAcbxPLgGM2ZDPTmSJKetb56qyymzoikyBxcW9DLTvD9T4FSNoYwSl,0,0,Foto,,,,,Total,2355,2113,,16,16,0,0,,47,33,14,,,,,,,,
668647058389411,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"01/30/2023 17:01",N/A,https://www.facebook.com/fimuabc/posts/pfbid0bN7qhCPpqzrY73dt3qAYp1ZTnru55UM8UFo71waYGKmsEMCRoNjP73Avn3UwuFGFl,0,0,Foto,,,,,Total,4741,4291,,34,20,5,9,1,201,24,177,,,,,,,,
668716941715756,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"¡Así iniciamos clases en la #fimuabc este lunes 30 de enero!
Estudiantes y docentes se reúnen para reanudar sus cursos y actividades, en conjunto con estudiantes de nuevo ingreso iniciando su primer semestre en su carrera profesional.

Permanezcan atentos a nuestras redes para estar al tanto de más eventos y noticias en nuestra Facultad.",0,"01/30/2023 20:01",N/A,https://www.facebook.com/fimuabc/posts/pfbid0EXbjaUVoWPQebqK6mrqWLUBezB7dDw3oMA3PKcXjdNAKpTXVWVhV48xEBu6CLTUal,0,0,Foto,,,,,Total,19756,12934,,255,232,8,15,1,6325,3284,3041,,,,,,,,
669731304947653,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,209,"02/01/2023 08:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid02vQLjm9cvAFcgrTPSnYAeaYkU5UkDXCBx4G5u18mFC4VNhuQ1mTxgNovLhapiQJzel,0,0,Video,,,,,Total,1298,1091,,0,0,0,0,1,27,,24,,3,2245.966,2.56,0,0,0,
669737658280351,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"02/01/2023 08:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid02fHbsAty7NLcsgcYFAoK8EUpbEjPK7aPUQZYCdnc76XYDyD1qFRnwHf18yr5HT2Uzl,0,0,Foto,,,,,Total,5480,5014,,27,18,9,0,1,1397,665,732,,,,,,,,
669737878280329,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"02/01/2023 08:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid0334j68BsYjQk3H6K8sj1xA3eLisXRvcn5YFv155SvXDPSw7D6Quov9WnfUG1p9Ksql,0,0,Foto,,,,,Total,4373,3642,,31,20,2,9,1,304,219,85,,,,,,,,
669751251612325,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,208,"02/01/2023 09:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid029mxBuieUsfXVdPukhFoBHEG66ZRmpFF1vT1mRwha56iiwqCbVrxrgU64WEyrUX1Fl,0,0,Video,,,,,Total,1804,1420,,3,3,0,0,1,109,,70,,39,5451.826,4.226,0,0,0,
669756921611758,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"¡ATENCIÓN ALUMNOS DE LA FIM!📣📣📣 
Ya se encuentran disponibles en el SISS (Plataforma de Servicio Social, https://serviciosocial.uabc.mx/) los talleres de inducción 2023-1 al servicio social comunitario FIM del mes de Febrero.  
Para inscribirte deberás ingresar al Sistema de Servicio Social (https://serviciosocial.uabc.mx) con tu correo y contraseña institucional, visitar el apartado de ""Calendario de Talleres"" y una vez ubicado el taller de la FIM al que deseas asistir, en la columna de ""Acciones"" dar click al botón para registrarte.
Recuerda que para poder empezar cualquier programa de servicio social necesitas tener el taller acreditado. No lo dejes para después. 
Te esperamos. 
Es presencial y cupo limitado.",0,"02/01/2023 09:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid04dvFhrsgnKebNddF4xy5ApKetgkHTEYTk1DTkGYCNw5dpLm1TJmoCeW7Yrd7eE3El,0,0,Foto,,,,,Total,3714,2929,,23,14,1,8,1,498,41,73,384,,,,,,,
669911508262966,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"02/01/2023 15:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid0xYJ6iQ9HHr9cSRmHU115xcShZTnH7TASBx7BYhKseBM56ajs8TM6j4ihaDF4sjYEl,0,0,Foto,,,,,Total,4548,3961,,14,12,1,1,1,424,308,116,,,,,,,,
669912074929576,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"02/01/2023 15:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid024bQWRyci113H4KgswVWZDn5WwpyfaVfFD3obGX49AfA5tqxxJbVYTxqfwH2Ltjxal,0,0,Foto,,,,,Total,6701,5245,,50,24,9,17,1,504,275,229,,,,,,,,
669915064929277,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Este miércoles 8 de febrero te esperamos en la explanada de la Facultad de Ingenieria de Mexicali, donde tomaremos la Fotografía de Bienvenida.

¡Todos los estudiantes, docentes y personal general están invitados!",0,"02/01/2023 15:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid0npE2XcwLGEBMeMNBnVPxBKWnmQJhXvukbrYfuE4TmNjfcH4ExgSspQz2KHkMfefsl,0,0,Foto,,,,,Total,3180,2594,,19,18,1,0,1,77,14,63,,,,,,,,
670673478186769,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,201,"02/02/2023 16:02",uploaded,https://www.facebook.com/fimuabc/posts/pfbid0A7W4uDeJUspSiWDqq9bJL6fCWvGgGqxdBkKe4L1XuPvVAxijRpdGDa3crs9ZFKT1l,0,0,Video,,,,,Total,1949,1524,,8,8,0,0,1,131,,94,,37,5697.824,3.77,0,0,0,
671411748112942,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"02/03/2023 17:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid029reZNS6nnyhsmevMLGNUrJwTwqXPqFuSnXQs75zcMe7dp85FxbGZccwR5GCaavfpl,0,0,Foto,,,,,Total,7455,5921,,33,17,11,5,1,762,562,200,,,,,,,,
673895324531251,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"02/07/2023 08:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid024ZmVgwJ659f8y8E6shCPPdQugpiuDGDxrDsWs3VGMdQfbETXrsMj2uX5GmRNErP1l,0,0,Foto,,,,,Total,1147,961,,1,1,0,0,,2,1,1,,,,,,,,
673907494530034,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"02/07/2023 09:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid02giVWiip4157TzUBrbEtpDRmmucGNHwwo51MGEkf69wAiAF94c2gZXgn18pdXMUQJl,0,0,Foto,,,,,Total,1795,1591,,4,4,0,0,1,7,2,5,,,,,,,,
673910497863067,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,123,"02/07/2023 09:02",uploaded,https://www.facebook.com/fimuabc/posts/pfbid02XCytzV3HaQeE9wGjyvDejSjoYzRWV22UtT7PHVcF1Hhhpn5iUuEQ6WcKsUWRwN8Tl,0,0,Video,,,,,Total,1609,1305,,6,4,0,2,,100,,59,,41,3799.648,3.327,0,0,0,
673914934529290,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"ENTREGA DE CREDENCIALES DE NUEVO INGRESO 2023-1 por parte del Banco Santander.

Los días que les toca a los alumnos de la Facultad de Ingeniería  será el 14 al 15 de febrero de 9:00 am a 12:00 horas y de las 14:00 horas a las 17:00 horas.

La entrega será en el Tercer piso del Departamento de Informática y Bibliotecas (DIB) ubicado en el Campus de la Vicerrectoría.

Los alumnos deberán presentar una identificación oficial (INE, VISA O PASAPORTE VIGENTE). En dado caso de no contar con ninguna de estas identificaciones pueden acudir con su acta de nacimiento.

Alumnos favor de revisar  el listado que se envió a sus correos institucionales, si no apareces, significa que tu credencial no llegó en físico debido a que la fotografía que se subió al sistema no cumplía con los requisitos requeridos o bien la inscripción fue tardía. *En estos casos el alumno puede solicitar su credencial al correo credencialesmxl@uabc.edu.mx.",0,"02/07/2023 09:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid0C4kcsPJbCiW4ZF5t1tEbnV8Y1asQ8wvqZycn3Lb5dU55VRxg7b1UNMevH9vkVpbfl,0,0,Foto,,,,,Total,3867,3477,,16,9,4,3,1,125,35,90,,,,,,,,
673938877860229,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"¡Reunámonos mañana para la Fotografía de Bienvenida de nuestra Facultad!

Estudiantes, docentes y personal de la Facultad están invitados a la explanada este miércoles a las 11:00 a.m. y a las 4:00 p.m.  ¡No faltes!",0,"02/07/2023 10:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid02w7BivwtdNQz8dHXfU4aBidjr9yFvJZZEhmuMzZrFPENi1gEnKvt3ZBJySSvdRfPAl,0,0,Foto,,,,,Total,2010,1775,,7,7,0,0,,7,4,3,,,,,,,,
673988067855310,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"El día 26 de enero la Facultad de Ingeniería – Mexicali (FIM), recibió la visita de más de 180 Padres de Familia de nuestros alumnos de Nuevo Ingreso, en su tradicional evento Casa-Abierta ciclo 23-1.
La directora de la Facultad de Ingeniería Dra. Araceli C. Justo López junto con la subdirectora Mtra. Gloria E. Chávez Valenzuela, las responsables de las siguientes áreas académicas: Tronco Común, Dra. Wendolyn Aguilar Salas; Intercambio académico y Becas, Mtra. Monceni Anabel Pérez Maciel así como de Orientación Educativa y Psicopedagógica, Mtra. Yohana Madrigal Lizárraga quienes conversaron con los Padres de Familia sobre varios temas de interés para todos ellos y felicitándolos principalmente por el ingreso de sus hijos a la UABC , en especial a la FIM.
Posteriormente a la plática de las autoridades de la FIM con los padres de familia de alumnos de nuevo ingreso, se procedió a invitarles a un breve recorrido por los laboratorios de cada programa educativo con el fin de que pudieran conocer la dinámica de trabajo académico que sus hijos desarrollarán en los próximos cuatro años que duran sus estudios profesionales en la UABC. No sin antes, agradecerles con un significativo ambigú, su amable visita a la Facultad de Ingeniería-Mexicali.",0,"02/07/2023 12:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid033CNUvNhmiTwqdbhvr1hvXyAB33TB24TphgZ3xLqEri5RkD4ecLvbYgK52FMEqcuUl,0,0,Foto,,,,,Total,6221,4597,,25,25,0,0,,501,329,172,,,,,,,,
674629111124539,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"¡Bienvenidos Cimarrones!

Fundación UABC te da la bienvenida Cimarrón,

te invitamos a conocer los programas de beca disponibles para este ciclo 2023-1.

Beca Alas, Oportunidades para Volar - tiene como objetivo principal apoyar a alumnos que deseen realizar un intercambio internacional, que no cuenten con las condiciones económicas para realizar una estancia de un semestre en alguna de las universidades de todo el mundo que la UABC tiene convenio.

Consulta la convocatoria Beca Alas, Oportunidades para Volar",0,"02/08/2023 09:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid02S96bs73mLGzMrdAVSVVsL8MrThpkXrcWJtNyXNE7KPUNwUu5MPR68tx6G7PFH8fkl,0,0,Foto,,,,,Total,1882,1646,,6,6,0,0,,9,4,5,,,,,,,,
674629364457847,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Beca Prohibido Rendirse - tiene como objetivo otorgar un apoyo económico a los alumnos de UABC que se encuentran en una situación económica desfavorable para solventar gastos escolares y de manutención.

Consulta la convocatoria Beca Prohibido Rendirse",0,"02/08/2023 09:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid0fZL3mJYpV8SoC6Bf7DeQXq7hxr86raUXG64QNsuVQJPC5Ejmr6LJanypydau9TBAl,0,0,Foto,,,,,Total,2608,2234,,9,5,1,3,,35,10,25,,,,,,,,
674629751124475,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Brindando Acceso - tiene como objetivo el otorgar equipos de cómputo portátil a estudiantes de la UABC y de bajos recursos económicos.

Consulta la convocatoria Brindando Acceso",0,"02/08/2023 09:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid065nuhWWbmhcvZ4Ycu6T5f1DSdk3v1xkqMgzwySptPr6vVop1pzZXm65FATtxG9B9l,0,0,Foto,,,,,Total,3414,2896,,32,23,0,9,,41,17,24,,,,,,,,
674676207786496,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"02/08/2023 11:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid038LjUk4e42HeNGCCQTMR1AZF7ZjX7nbUBZKgtJSaib2NcHTj6cxEqBYz133Skw6C4l,0,0,Foto,,,,,Total,3586,3090,,8,6,0,2,,178,153,25,,,,,,,,
674734131114037,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"¡Gracias por acompañarnos a la Fotografía de Bienvenida 2023-1 de las 11:00 a.m.! 📸

No pierdas tu oportunidad de salir y acompañanos nuevamente hoy a las 4:00 pm en la Explanada de la FIM para mostrar tu orgullo Cimarrón. 🐏💚💛",0,"02/08/2023 14:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid0ADBSoktakseXBJYA4upjgZyMi3wi3S19bT7dLVAJUzovQQZE98Eo4zFBLSMwHQVcl,0,0,Foto,,,,,Total,14014,12613,,236,170,52,14,,4672,3009,1663,,,,,,,,
674904874430296,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"¡Así fue el día de hoy la Fotografía de Bienvenida 2023-1 en la Facultad de Ingeniería de Mexicali! 📸👷‍♀️👷

Gracias a todos los estudiantes, docentes y personal que nos acompañaron demostrando la unión y fortaleza de la comunidad Universitaria. 🐏💚💛

Mantente atento a nuestras redes sociales para más noticias y eventos próximos en FIM UABC.",0,"02/08/2023 20:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid0KjZm2rLeTDBLA3VhQu7MHee3Jie5Tbvci9SXEwmukYSNFvebwPw1GqP5bQVJ36a6l,0,0,Foto,,,,,Total,31642,20073,,250,203,24,23,,5794,2734,3060,,,,,,,,
676030994317684,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,177,"02/10/2023 09:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid09uAJeKMmaSS4BfnnwBawN7MUwqQHrM2pbtLqsukURrwYm7vGp9G9fj7AKkMZB7qWl,0,0,Video,,,,,Total,1582,1267,,4,4,0,0,,116,,77,,39,5153.617,4.593,0,0,0,
676080347646082,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"02/10/2023 10:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid02ni7Fd3mnqoET9u1zapwfECWLF7uxsKfcgpr9HDk8knd764n9Ctn4JLVfndnztfidl,0,0,Foto,,,,,Total,3481,2993,,18,12,5,1,,271,162,109,,,,,,,,
676249420962508,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"02/10/2023 17:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid02dA5vev17DsFoGRuh41EWGYWyQkSR2yR2oyyw5D6FP2dbfXuaALTHi5kwYDHt9rupl,0,0,Foto,,,,,Total,3278,2843,,34,27,2,5,,100,30,70,,,,,,,,
676998317554285,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Este 11 de febrero se dedica al Día de la Mujer y la Niña en la Ciencia en reconocimiento al papel clave que desempeñan las mujeres en la comunidad científica y la tecnología.

En reconocimiento a nuestra Directora, la Dra. Araceli Celina Justo López, Mtra. en Ciencias y Colaboradora del Cuerpo Académico de Investigación, dedicamos este espacio, siendo un ejemplo de superación, determinación y pasión a las ciencias y educación.",0,"02/11/2023 20:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid0hnCQugmyoUXeijShVBnfgAKz4xKGwuKGJ2MLZmZ4XyR6eUHp5EsyiJzNZQQAwFh2l,0,0,Foto,,,,,Total,3610,3154,,80,75,1,4,,192,106,86,,,,,,,,
678091424111641,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Damos la bienvenida a nuestros estudiantes de intercambio provenientes de:

Instituto Politécnico Nacional

Shareny Ahidee Tornero Valencia             Industrial
Monserrat Reyes Bautista                       Industrial
José Antonio Zamudio Reynoso               Mecánica

Universidad Metropolitana México
Adriana Jimenez Coronilla             Energías Renovables 

Universidad de Sinaloa
Isaac Apodaca García                          Computación / Sistemas
Juan de Dios Sapién Flores                  Computación / Sistemas

¡Mucho éxito durante su estancia en la FIM y en Mexicali!",0,"02/13/2023 09:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid02nUg9Y7wWejPhqZpXHcjazHP4edm8o3nx7xTX443Th7FpG2xVsRsKpR6HJumEoKzil,0,0,Foto,,,,,Total,6896,6523,,157,142,13,2,,944,747,197,,,,,,,,
678115200775930,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"02/13/2023 09:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid05xurajxoHVwfb8up29mYaEgvn9Vwfouzn1PSgutUMwKjEPRqgfgggmRJR83891vBl,0,0,Foto,,,,,Total,2903,2707,,18,17,0,1,,145,110,35,,,,,,,,
678173784103405,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"02/13/2023 12:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid02Lfd83x2vZVtN7QFTwq3BEKHCQuVsgYHFUwkbCaEDdRfTFxtoAjAhUQx6GiMkcvvKl,0,0,Foto,,,,,Total,3265,2929,,7,6,1,0,,188,137,51,,,,,,,,
678287620758688,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,160,"02/13/2023 16:02",uploaded,https://www.facebook.com/fimuabc/posts/pfbid0vYyCUP9Gw7NU9TuYaYirG9hWCuqXVCSm67Fm2qCnwLmqce21WLdWs98xsPdTzEoHl,0,0,Video,,,,,Total,1821,1426,,52,49,0,3,,151,,105,,46,5950.98,4.424,0,0,0,
678374464083337,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Así nos activamos físicamente este 8 de febrero en la explanada de FIM-UABC. Estudiantes y docentes participaron en este evento ejercitando y despertando su cuerpo. 💪

¡Únete a la siguiente Activación Física para recibir sellos en tu kardex con valor a créditos! 💛💚",0,"02/13/2023 19:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid0iXSkVwejSCFtYm7eRKRMzhCLrzMcBHpfNSJ7Gckj5WNR1aQ72XfYHrnJqvPHkQSYl,0,0,Foto,,,,,Total,9359,7368,,71,60,8,3,,2717,1735,982,,,,,,,,
678473734073410,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"02/13/2023 22:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid0TdvLfSxkpPPQaxrsSk5Dv6tUUDLBcUY8V64nkrqJQywESZzfsbDpkqWS4nvFJtqfl,0,0,Foto,,,,,Total,10092,9178,,420,354,50,16,,1253,359,893,1,,,,,,,
678945190692931,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado","https://www.facebook.com/vicerrectoriauabcmexicali/posts/pfbid02GerVma9qe9AK9Zw1hcDhz6UBoy3BFmVzCpydFwjd3NAfhLnuNQ3KE1JSc8xYA1Ghl

Atención Alumnos de Nuevo Ingreso:",0,"02/14/2023 12:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid0DsA6q8q8ipZ2JBRTkMVYbfEkiUbqAELm7KnDai5Cd8RxH2zyjx2yHwSi4Sq6XYf8l,0,1,Foto,,,,,Total,2592,2294,,6,6,0,0,,54,33,21,,,,,,,,1
679058567348260,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"02/14/2023 17:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid0vtJKo26HR5boEopmLpQMiSHGYNvgLW3ZuTHV9vNGxdrGCSNYvMKvHiwaf4nLugW1l,0,0,Foto,,,,,Total,4219,3827,,83,80,1,2,,163,38,125,,,,,,,,
680222697231847,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,272,"02/16/2023 09:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid0ba2GRHfG3Ezn54GP4B38oLSFYSShbztSsLkSQZ6uMkWU7w1zeXYHGf17CxCZBkYGl,0,0,Video,,,,,Total,1494,1223,,8,8,0,0,,111,,76,,35,6530.566,6.53,0,0,0,
680376600549790,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"""Alumnos de nuevo ingreso a la FIM (tronco común), se les invita a la PRIMERA TUTORÍA GRUPAL que será del 20 al 24 de Febrero en la fecha, hora y lugar que indica en la programación publicada, donde te daremos información importante ¡Te esperamos!",0,"02/16/2023 15:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid02H6zqnW5L5uw6XoQkCtEFRHdhEDoyLGTvGhhcVtMo6HFhjbebrNbQt9KjCemNjaNWl,0,0,Foto,,,,,Total,3902,3370,,15,14,0,1,,299,251,48,,,,,,,,
680450627209054,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"02/16/2023 17:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid0fX32j3hYzSXd52ZCXPp9tA3r4qxGzZkVJNQnVpaQPNWb889yR3XhckJBZZtdDA6tl,0,0,Foto,,,,,Total,3921,3515,,6,3,1,2,,127,54,73,,,,,,,,
680940230493427,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",https://fb.watch/iLvne5GsLM/,89,"02/17/2023 10:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid035yEjnuRoCwaoXcSCNAFU4GHieRo5LfrP7b5DArSJJu9jGYF7F3Sb3SXqS8vqrJj3l,0,1,Video,,,,,Total,1301,1127,,8,8,0,0,,69,,67,2,,,,,,,
681019903818793,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Atención debido a los vientos, este evento se pospone, próximamente daremos la nueva fecha. gracias.",0,"02/17/2023 13:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid022xHS1TF1PWqMTu4siNkVSDc8CdsnXLUN7dTLzLZkVEXdZP5VYc6Sd6VeohVMoKEgl,0,0,Foto,,,,,Total,2612,2240,,8,6,2,0,,129,70,59,,,,,,,,
681022560485194,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"02/17/2023 13:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid0w6Mzq5KeS9eXDLhuorcc8YKb26XHL31QUhzBqm5AnnWmAsbNVkRSp4X81U4kieUl,0,0,Foto,,,,,Total,5021,4382,,19,16,3,0,,1022,813,209,,,,,,,,
