"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Impresiones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Total de clics","Consumo de segmentación del público coincidente (Photo Click)","Clics de otro tipo","Clics en el enlace","Comentarios negativos de los usuarios: Ocultar todo","Comentarios negativos de los usuarios: Ocultar",REELS_PLAYS:COUNT,"Segundos reproducidos","Segundos en promedio reproducidos","Impresiones del anuncio","Ingresos estimados (USD)"
783730163547766,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Te invitamos este miércoles 16 de agosto a las 5:30 pm a la inauguración del arranque del proyecto de liderazgo, comunicación, entre otras habilidades blandas: COMVI SEALS - UABC",0,"08/15/2023 09:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid0FVBqRdf63ooLtmhZon7coBDwLR3z7JWmNoULTYLSKwwyE46cyKrssms3CvNasoPNl,0,0,Foto,,,,,Total,2738,2357,17,12,2,3,43,16,27,,,,,,,,
783746410212808,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"08/15/2023 09:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid031jxA1iHz62kDBpqeJ5HzJoh5ZYDktccfVRP3UfRiwE2FVeL7uKz3LRBtBUaqXm27l,0,0,Foto,,,,,Total,3125,2715,7,7,0,0,184,167,17,,,,,,,,
783806310206818,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"08/15/2023 12:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid07UiYMgmbhHM45ZdVDUVAJrDSnRsT4fBp1mbwLQtfKzMJv2AHHP2xTnUzza57XSCTl,0,0,Foto,,,,,Total,6691,4505,32,22,5,5,557,395,162,,,,,,,,
783843733536409,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,20,"08/15/2023 14:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid02sCgczca3w6J83Qmq1VEfEqXAM4RLTvD8EYbXqY6sJxx1xnLu2Zsrw7WAYDfUcgmTl,0,0,"Reel de Facebook",,,,,Total,1780,1554,1,1,0,0,0,,,,,,1592,7041.295,4.445,0,
783844443536338,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"¡SE EL INGENIERO QUE EL MUNDO NECESITA! 👷‍♀️👷‍♂️

Se parte del gran comité de organización 2024. ¡Atrévete a ser parte del mejor equipo!

Para más información, contactate en las redes sociales de Seminario El Ingeniero Ideal 📲",0,"08/15/2023 14:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid029uvarWk2eLWg1TqtNfWMbgaDV2vXvGtpjb3KoDpMPq8tLGo2Xe3JDPh4zNqfiLtjl,0,0,Foto,,,,,Total,4346,3815,24,18,6,0,473,310,163,,,,,,,,
784247020162747,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"08/16/2023 08:08",N/A,https://www.facebook.com/photo.php?fbid=784247020162747&set=a.560878729166245&type=3,0,0,Foto,,,,,Total,5,3,18,17,1,0,1,,1,,,,,,,,
784266896827426,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"08/16/2023 09:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid08NhcaA2KbihTYF3zY31UFAyDGqFTXi4furfARMiGtjtYDQpCxfojHgFnxA2rhZDQl,0,0,Foto,,,,,Total,1807,1556,0,0,0,0,8,7,1,,,,,,,,
784400833480699,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"08/16/2023 15:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid0LZWU5pfi1NWVuyTHJXkqMEEDp21pb9rSuwXZDu5oq6FtZq1LtAiB3EqWgei6jJHxl,0,0,Foto,,,,,Total,2949,2619,23,17,5,1,56,16,40,,,,,,,,
784422090145240,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Nos enorgullece felicitar a la Dra. Marcela Deyanira Rodriguez Urrea por su logro como ganadora en:

PREMIOS ANUIES 2023. CATEGORÍA INNOVACIÓN EN LA PRÁCTICA DOCENTE REGIÓN NOROESTE

Siendo mérito de prestigio y orgullo para la Universidad, continuando en la labor de elevar la calidad y nivel de educación superior en la región.
#SomosFim",0,"08/16/2023 16:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid023ijRNhnBPt3R9P6n2esX77jpQVL4kLsa9FCBHb1GBHW3biraXYxj6oenmPkMMAwfl,0,0,Foto,,,,,Total,2073,1716,14,13,1,0,52,37,15,,,,,,,,
784852530102196,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",https://fb.watch/mucFVGUNFL/,98,"08/17/2023 12:08",auto,https://www.facebook.com/fimuabc/posts/pfbid0sadpyLXp8Dvv56rEA7T8tqktJa5Dxudk1kA83Z1VkamdEMYeSr6nYJzh68tuCqNCl,0,1,Video,,,,,Total,1410,1178,3,3,0,0,6,,6,,,,,,,,
785293820058067,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Alumnos de nuevo ingreso a la FIM,

Durante su trayecto académico por la universidad, serán acompañados por un docente tutor quien los guiará en la planeación de su proyecto académico y lo orientará en las dudas respecto a Servicio social, becas, seguro facultativo, proceso de reinscripción, proyectos de vinculación, entre otros. Para saber quien es su tutor/a debe entrar a la plataforma siii.uabc.mx (con usuario y contraseña del correo institucional) y después al módulo de Sistema Institucional de Tutorías. Aquí les dejo más información sobre las tutorías para alumnos de nuevo ingreso:",0,"08/18/2023 08:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid0L75bSn2FLmeCWVgTEDnFK5ycYTe2WtfX9tsWtiEtEgtHtv5SJqTLz6DJ9C6nEZLPl,0,0,Foto,,,,,Total,3305,2726,12,7,0,5,39,21,18,,,,,,,,
785385436715572,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",,0,"08/18/2023 13:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid02oUZEzJJxrAQXCrY1jvajuj1mKaQ8wZBrFH7HA6mKWP99FinipiX5gfuFeo6s1ZAWl,0,1,Foto,,,,,Total,3918,3370,33,30,0,3,179,84,95,,,,,,,,
786268473293935,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Nos encontramos orgullosos de anunciar el lanzamiento del programa colaborativo entre la Facultad de Ingeniería Mexicali (FIM) y el Comité de Vinculación de Mexicali (COMVI), COMVI-SEALS, que tiene como objetivo fortalecer las habilidades de liderazgo en los estudiantes de la FIM mediante talleres prácticos con instructores de amplia trayectoria como gerentes en el sector industrial.
#SomosFim

Cónoce más en Gaceta UABC: https://gaceta.uabc.mx/notas/estudiantes-de-ingenieria-mecanica-conformaran-la-primera-generacion-del-proyecto-comvi-seals",0,"08/20/2023 09:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid02KcTygTP8gBHvaBNUw1oD8AaaKpQyWevBqbGukpNYaQ3mcZMmFTt2bkc91EebrDNtl,0,0,Foto,,,,,Total,4595,3789,23,18,0,5,422,243,169,10,,,,,,,
786770909910358,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"La semana pasada se llevaron a cabo las dos primeras ceremonias de toma de protesta del semestre 2023-2, donde 96 y 130 profesionistas de la ingeniería y los sistemas computacionales se comprometieron a representar a su alma mater cómo excelentes egresados y a seguir siendo un ejemplo de calidad, compromiso y responsabilidad.

Agradecemos a las autoridades universitarias presentes en la ceremonia por su asistencia, incluyendo al Vicerrector, Dr. Jesús Adolfo Soto Curiel, y a nuestra Directora, Dra. Araceli Celina Justo Lopez.
¡Muchas felicidades y enhorabuena! #SomosFim",0,"08/21/2023 08:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid0zXBfRc8BwJPoncXnShaB2e5noXwnWh787cBBxfxp9CmY9ugVK5N33144WSVzajPpl,0,0,Foto,,,,,Total,8081,6426,94,82,1,11,1239,775,464,,,,,,,,
787290669858382,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"08/22/2023 09:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid0nmH1C9ZRCQbYu1m5ayozCCDPJwwtqajaz5ptH5KqTaM5miTnMpAEXQtfF7P169pvl,0,0,Foto,,,,,Total,2183,1988,5,5,0,0,39,26,13,,,,,,,,
787291046525011,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Consulta las bases en: https://cultura.uabc.mx/cultura/pulsar/",0,"08/22/2023 09:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid0qKhARaF8rMSAhpRTuUb8SZZrGV5LixkfudauKyqkRZu32rJyzVo2MihFZHtKvLnNl,0,0,Foto,,,,,Total,3087,2921,1,1,0,0,14,9,4,1,,,,,,,
787293553191427,422553107793433,"Facultad de Ingeniería UABC Mexicali","Estudiantes de Ingeniería Mecánica conformarán la primera generación del proyecto Comvi Seals | Gaceta UABC",,0,"08/22/2023 09:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid032SFUGVnpf4nkyV9vMoBsQAiXXKibPdnM6zxPPsrWqLPArDEUxP7kn3imGHe2KZpAl,0,0,Enlace,,,,,Total,1920,1702,3,3,0,0,43,,4,39,,,,,,,
787308263189956,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"08/22/2023 10:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid0Mjsfih8dAXE2YiSC4fThFf2b95o6y2EFhhfSmmq8R6kVUeGyz6Ksbr6nqVMjUouXl,0,0,Foto,,,,,Total,3551,3201,34,26,2,6,175,140,35,,,,,,,,
787308676523248,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"08/22/2023 10:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid02pS9LqTUFPSHyhrb4p8x148hPUXyhFss4sb8pigHsTCRFxP2XVqeWERahU6pQr9Xal,0,0,Foto,,,,,Total,3155,2896,0,0,0,0,172,162,10,,,,,,,,
787318809855568,422553107793433,"Facultad de Ingeniería UABC Mexicali","Boletín FIM UABC Mayo-Junio 2023","En cumplimiento al  Plan de Desarrollo de la Facultad de Ingeniería en su Política 8 Comunicación e Identidad Universitaria, les presentamos nuestro noveno boletín informativo,  el cual se estará publicando periódicamente para mantener informada a nuestra comunidad de los acontecimientos más relevantes desarrollados como parte de la vida universitaria. 

Con esto estamos avanzando hacia el cumplimiento de nuestra acción específica:
8.1.1.1. Fomentar la difusión de eventos y acontecimientos relevantes de la FIM hacia el exterior y el interior a través de un portal web actualizado, boletín informativo y otros medios de comunicación.
https://www.yumpu.com/es/document/view/68398515/boletin-fim-uabc-mayo-junio-2023",0,"08/22/2023 10:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid0PVf8VaYaQY6kye8NJ4vddT9o1tL8nR7ZBzJYZCEqokkYUjW1H6UWq79CdsmXeV7tl,0,0,Enlace,,,,,Total,2186,1912,6,6,0,0,52,,24,28,,,,,,,
787908829796566,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",,0,"08/23/2023 15:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid0TH4WYjooW3DN6V5UVgvrNNjA9KePruuXAxhxWeT3ZPKJ3MeQESWmVaUehyY4rE6il,0,1,Foto,,,,,Total,2901,2630,8,6,0,2,144,123,21,,,,,,,,
787940586460057,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Universidad Autónoma de Baja California  - FIM se une a la 6ta. Semana Binacional de Educación en la Feria Universitaria. 🧑‍🏫🇲🇽🇺🇲

La Facultad de Ingeniería - Mexicali se une al encuentro formativo que une a líderes y expertos de México y Estados Unidos, trascendiendo fronteras y uniendo a las comunidades en la búsqueda de oportunidades en favor del desarrollo académico.

Agradecemos al Consulado de México en Caléxico por la invitación y continuar en la labor de brindar información sobre los distintos programas educativos al servicio de la comunidad

#SomosFim  #educaciónmásalládelasfronteras",0,"08/23/2023 17:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid02wjzLwFEgES6PE4pgv5a7RXQe5cbbbyukPwJCg2RCEfcLtAFidDsaDeoaD7tuZJmdl,0,0,Foto,,,,,Total,3382,3041,18,16,0,2,395,318,77,,,,,,,,
787992906454825,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"08/23/2023 20:08",N/A,https://www.facebook.com/photo.php?fbid=787992906454825&set=a.560878725832912&type=3,0,0,Foto,,,,,Total,6747,4569,77,76,0,1,133,23,110,,,,,,,,
788261216427994,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"08/24/2023 08:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid0gLDRXqPHtQJQasWXuz44MYDFc4AiweJiesce1MuEKFR2agMYttPUVS5ocigACX9dl,0,0,Foto,,,,,Total,1827,1582,2,2,0,0,9,9,,,,,,,,,
788262233094559,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"08/24/2023 08:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid0hHNBrBXUiCdXpKYg9MPBjC7eykQKCsqcyZuzx1Qy6VZxR6LUU7mWVyA81StZxBvpl,0,0,Foto,,,,,Total,1785,1505,5,2,0,3,23,21,2,,,,,,,,
788346456419470,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"08/24/2023 12:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid026EXarVzQcNH7mcNbGwSiueeQ2jaqe1zdgcLHnD8g2GnEyzdkAFueHh3NavDTMkvcl,0,0,Foto,,,,,Total,2871,2411,5,4,0,1,71,59,11,1,,,,,,,
788916836362432,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"08/25/2023 12:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid037uBHAe2nnNArX5S36tU5jDCnF9oC3anPxJSKwdZMSmmLVVk2MMUp4nUuENEbnT2Jl,0,0,Foto,,,,,Total,6458,6088,162,160,1,1,555,79,476,,,,,,,,
788945106359605,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"08/25/2023 13:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid02Zgp29Q2UErjYJmQxk4sPCd4sHjBGCZqsP6DHne92NYd1yYobqgRbcVGJ9cWn9MQel,0,0,Foto,,,,,Total,4398,3887,55,50,5,0,235,114,121,,,,,,,,
789117539675695,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",,0,"08/25/2023 22:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid0263AocBrkDcQCRvkLjAu3wcCaczaCQUoUVTAp24esydatdJxpBabnksW4k7PJ2C98l,0,1,Foto,,,,,Total,2344,1928,15,15,0,0,147,120,27,,,,,,,,
790385042882278,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"""Alumnos de nuevo ingreso a la FIM (tronco común), se les invita a la PRIMERA TUTORÍA GRUPAL que será del 28 de agosto al 1 de septiembre en la fecha, hora y lugar que indica en la programación publicada, donde te daremos información importante ¡Te esperamos!""",0,"08/28/2023 09:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid02YVnpDK2uWPS8CAmhAsbUUSncM7qLZvEbyUzkF4wwJsx2nKnKiAQ3kg6wUTts1NNil,0,0,Foto,,,,,Total,3670,3154,9,5,2,2,204,179,25,,,,,,,,
792041672716615,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"08/31/2023 14:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid032Rp8jgmiwXa51NkkEfQo9kBXf1UbjV8rc3twxnrVKAGwDf4xb55EaFLjq3DmALgAl,0,0,Foto,,,,,Total,4213,3439,43,36,3,4,156,86,70,,,,,,,,
792165716037544,422553107793433,"Facultad de Ingeniería UABC Mexicali","Recibos Locos: ¿Por Qué Llegan y Cómo Evitarlos?","El día de hoy, el Dr. Alejandro Suastegui Macías, RPE de Ing. Energías Renovables de la Facultad de Ingeniería Mexicali nos comenta en la nota de parte de NMás Mexicali como es que funciona el consumo eléctrico y explica el comportamiento de los ""recibos locos"".

Se hace la invitación a la población de seguir las recomendaciones propuestas por el académico, creando hogares y un Mexicali más limpio y energéticamente eficiente.
#SomosFim",0,"08/31/2023 20:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid0hd2LkfNupQPUTNG8FAwxqgaRC6QWMVM65TZHyh4QMLPji91Tm2CTD3VyM8tbrD8ml,0,0,Enlace,,,,,Total,2174,1775,31,23,0,8,72,,22,50,,,,,,,
793127379274711,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"¡Feliz mes de Independencia de México!",0,"09/02/2023 15:09",N/A,https://www.facebook.com/photo.php?fbid=793127379274711&set=a.560878725832912&type=3,0,0,Foto,,,,,Total,4483,4120,106,105,1,0,360,34,326,,,,,,,,
794068462513936,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Este ciclo escolar 2023-2 inició la primera generación del programa educativo de INGENIERÍA EN SEMICONDUCTORES Y MICROELECTRÓNICA. 

Nuestra Directora, Dra. Araceli Celina Justo Lopez , y el Responsable del nuevo Programa Educativo, Dr. Abraham Arias León, dieron una plática de bienvenida a los primeros estudiantes de Ingeniería en Semiconductores y Microelectrónica de la Facultad de Ingeniería Mexicali.

Los semiconductores son materiales fundamentales en los dispositivos electrónicos modernos, como teléfonos inteligentes, computadoras, automóviles, sistemas de comunicación, entre otros. La industria de semiconductores es parte fundamental de la economía global y existe una creciente demanda de profesionales capacitados en este campo.

Abrir Ingeniería en Semiconductores y Microelectrónica en la Facultad de Ingeniería Mexicali tiene un impacto significativo en la educación, la industria y el desarrollo económico de la región y el país. Al tiempo que contribuirá a satisfacer la creciente demanda de profesionales en el campo de la electrónica y la tecnología de semiconductores en áreas como el diseño de circuitos a gran escala, fabricación microelectrónica, integración de circuitos integrados y empaquetamiento de dispositivos semiconductores.

Dentro del lanzamiento de esta carrera se realiza el compromiso por parte de UABC y la FIM en realizar el mayor de los esfuerzos para dar la atención y el apoyo necesario a los nuevos cimarrones que tomaron el camino de la innovación tecnológica y el liderazgo en esta creciente industria en nuestro país y la región.
Los estudiantes se encuentran cursando su tercer semestre y se espera que la primera generación egrese en junio de 2026.
#SomosFIM",0,"09/04/2023 09:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid02m5rrG9SHf9otZ8vi7mtKfqTyQpVBhU9adRDuQ2LtB16DUos7NfTFGLKAnxbFFSdxl,0,0,Foto,,,,,Total,10579,9626,243,211,21,11,4139,2656,1483,,,,,,,,
794728622447920,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",,0,"09/05/2023 17:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid02EY9M2GNWimn3V5mvxQjPhgBMFnPqjoaujSREBv93tMcWz3vtS6nJXAZpNK46UzTpl,0,1,Foto,,,,,Total,1119,972,3,2,0,1,6,1,5,,,,,,,,
794753162445466,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",,0,"09/05/2023 18:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid02xDQE27g7FauEHgT4bmJx2JhgFed5uweNeSDP9YtHdJ2PmRzfq3fU7z9C1hbtdY4vl,0,1,Foto,,,,,Total,1536,1368,9,9,0,0,44,29,15,,,,,,,,
794757482445034,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"09/05/2023 18:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid0jm5yctktSun1rQPSsg8UjSUDk1CPUPqFnh4FyxzGqterWnCUXjuL2uNaz2q1DnFUl,0,0,Foto,,,,,Total,1267,1117,5,5,0,0,17,12,5,,,,,,,,
795077279079721,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Estudiantes de la Facultad de Ingeniería – Mexicali apoyarán con asesorías matemáticas a niños en casas hogar.

Este martes 5 de septiembre, se ha realizado la firma del convenio de colaboración con la Fundación Marianita Curiel A.C. ""Ayudemos con un poco""  y Veritas Technology VR  con el objetivo de continuar con la labor de fomentar los valores como el respeto, la empatía, la responsabilidad, solidaridad, la generosidad y la humildad en nuestra comunidad universitaria y en Baja California, por medio del Proyecto de Servicio Social Profesional: “Implementación de programas de asesorías en razonamiento matemático para Educación Básica”.

Agradecemos a Veritas Technology VR y al patronato y colaboradores de Fundación Marianita Curiel A.C. por su apoyo constante en brindar educación y preparación académica de calidad a los niños en su proceso de formación humana, siendo un gran apoyo para los estudiantes de FIM al apoyarles en su desarrollo profesional y personal, como lo ha sido el estudiante de Ing. Industrial, Ricardo Sandez Romero, en su trayectoria como colaborador del proyecto.

De esta misma manera, agradecemos y nos honra la presencia de las autoridades y representantes que estuvieron en el evento como fue el Vicerrector de la UABC, Dr. Jesús Adolfo Soto Curiel, nuestra Directora, Dra. Araceli Celina Justo Lopez , la Fundadora y CEO de Veritas Technology VR, Lic. Verónica Ruffo, a la Presidenta de la Fundación Marianita Curiel A.C., Lic. Carla Contreras, en conjunto del patronato y colaboradores, las responsables del proyecto, Dra. Karla Velázquez Victorica, Dra. Luz Olivares Fong y Dra. Aida López Guerrero.

#SOMOSFIM",0,"09/06/2023 09:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid02c8g8QfRiBztcfLarHT9gDFugVwkjwT1rbg9ZoBqyQceHfZU9BSdY2vMVZiF8TGTAl,0,0,Foto,,,,,Total,3324,2884,31,30,0,1,368,285,83,,,,,,,,
795240992396683,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"La Facultad de Ingeniería - Mexicali extiende sus felicitaciones a Karla Lizeth Murgía Sánchez, Teresa García Salazar y José Alfonso Cervantes Oviedo por haber conseguido su base definitiva, obteniendo certeza en su estabilidad laboral y económica para si mismos y sus familias dentro de la mejor universidad del noroeste del país.

Sus labores pasadas y presentes son altamente estimadas y esperamos con gran expectativa sus trabajos futuros dentro de la máxima casa de estudios de Baja California.
#SomosFIM",0,"09/06/2023 17:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid02oKGrtJoDn5ppXeaLGM4SZdjhm6LSajzSuqgWT16bPFjLLjVE47eYPoRJdg7iWBBgl,0,0,Foto,,,,,Total,5815,5554,71,69,2,0,1020,781,239,,,,,,,,
795275109059938,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"El día de hoy, miércoles 6 de septiembre, se llevó a cabo la conferencia:  ""El método científico en la investigación en ingeniería"" impartida por el Dr. Juan de Dios Ocampo Díaz, a quien agradecemos su gran aportación a los jóvenes brindando ejemplos trascendentales de gran impacto en nuestra sociedad.

La academia de Metodología de la Investigación agradece también a la Mtra. Laura Peña por su apoyo en proponer la actividad, así como la colaboración de las académicas: Dra. Lourdes Hernández y Mtra. Josefina Mariscal.
#SomosFIM",0,"09/06/2023 19:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid0irZEVQjHu85ksgFiH3ReeQgn6pN2Eu5bXuCAD4b9vwxr2rkFcqu3AtL5HC6ngrfLl,0,0,Foto,,,,,Total,4021,3690,44,43,0,1,224,186,38,,,,,,,,
795281889059260,422553107793433,"Facultad de Ingeniería UABC Mexicali","En las aulas, primeros alumnos(as) de carrera en semiconductores y microelectrónica de UABC | Gaceta UABC","Recientemente la Facultad de Ingeniería Campus Mexicali (FIM) dio la bienvenida al alumnado que forma parte de la primera generación de la licenciatura de Ingeniería en Semiconductores y Microelectrónica.

La directora de la FIM, doctora Araceli Celina Justo López se reunió con el grupo de estudiantes que son los(las) primeros(as) en cursar este programa educativo del área de la ingeniería y de reciente creación en la máxima casa de estudios. 

Entérate de más en:
https://gaceta.uabc.mx/notas/academia/en-las-aulas-primeros-alumnosas-de-carrera-en-semiconductores-y-microelectronica-de",0,"09/06/2023 19:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid0yNg7rwrLikrbuCLKW5poEFvG2Naw5a76Pf8TCSeKdBxkf3k9KkbykWh3eziZ7dWvl,0,0,Enlace,,,,,Total,2141,1905,10,10,0,0,27,,10,17,,,,,,,
795579039029545,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",,0,"09/07/2023 08:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid02fJ9ZX9P5rDmv9Vp8gY7NtWGth3xUBu7WvX9kXXFQ1F1fRj5dUSo8b9mkFRs3JNzQl,0,1,Foto,,,,,Total,1386,1238,0,0,0,0,14,9,5,,,,,,,,
795734872347295,422553107793433,"Facultad de Ingeniería UABC Mexicali","Estudian en UABC ingeniería en Semiconductores","Los alumnos que forman parte de la primera generación de la licenciatura de Ingeniería en Semiconductores y Microelectrónica de la UABC recibieron la bienvenida y ya están en las aulas.

La directora de la Facultad de Ingeniería en Mexicali, Dra. Araceli Celina Justo López, se reunió con el grupo de estudiantes que son los primeros en cursar este programa educativo del área de la ingeniería y de reciente creación en la máxima casa de estudios.

La directora comentó que “abrir Ingeniería en Semiconductores y Microelectrónica en la Facultad tiene un impacto significativo en la educación, la industria y el desarrollo económico de la región y el país"".

Sigue leyendo la nota en EL IMPARCIAL",0,"09/07/2023 15:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid0n2aLWuTYCr5RsTT4QUWYRWGMdtLCEnCymAVktEfbR2WaBeBkjNXXA2fFhRLNX1LVl,0,0,Enlace,,,,,Total,5338,4880,131,127,2,2,717,,471,246,,,,,,,
795799762340806,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",,0,"09/07/2023 19:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid0pSamGj2cNhzXsLEAc4siFR1bp15H5RZbmE3CXmC4fze6Lk1tw291ZuL3DZTrW1Awl,0,1,Foto,,,,,Total,2776,2477,20,18,1,1,357,282,73,2,,,,,,,
796202822300500,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",,0,"09/08/2023 11:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid0Za3Mt48c7Kkwfna37DVbJoH7UC1ZYxbf5EBx94vAs6PhN22bnzt3LaKapkAPTNiZl,0,1,Foto,,,,,Total,2074,1784,1,1,0,0,14,5,8,1,,,,,,,
796242002296582,422553107793433,"Facultad de Ingeniería UABC Mexicali","""Golfo de California, capítulo Bahía de los Ángeles""",,0,"09/08/2023 12:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid02bCj3JYb3aNxgSW29J48MswcduNJsF3SdNFVfvaSukQAvBJuMn1mS9iREgz7AqSa8l,0,0,Enlace,,,,,Total,1070,900,2,2,0,0,1,,1,,,,,,,,
797936865460429,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Difusión de la Convocatoria de los Concursos de Oposición Cerrado y Méritos 2023-2
(http://sriagral.uabc.mx/Secretaria_General/index.html).",0,"09/11/2023 09:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid0op79R2wtJJ8nYFhyrKnWYF2NpzspTj9HAW7PCzpYk894dpDCq3z998irdJ4QXkRol,0,0,Texto,,,,,Total,1403,1249,0,0,0,0,9,,5,4,,,,,,,
797943068793142,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Todos invitados a la foto en la explanada con su vestimenta típica mexicana 10:30 a.m. y 4:00 p.m. ¡Te esperamos!",0,"09/11/2023 09:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid0DRpYat6KW3KkgPpPymVzE2ipLPMMnymG43wb4BZ8VENX82egH9FKvF2ieMu6P2qNl,0,0,Foto,,,,,Total,5191,4514,53,42,2,9,348,248,100,,1,,,,,,
