"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Impresiones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Comentarios negativos de los usuarios: Ocultar","Total de clics","Clics de otro tipo","Consumo de segmentación del público coincidente (Photo Click)","Clics en el enlace","Consumo de segmentación del público coincidente (Video Click)","Segundos reproducidos","Segundos en promedio reproducidos","Ingresos estimados (USD)","CPM del anuncio (USD)","Impresiones del anuncio"
623945336192917,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Se les invita a la explanada a las 10:30 de la mañana el día de hoy jueves 01 de diciembre a la entrega de ""Reconocimientos como Candidato a Mérito Académico de la Facultad de Ingeniería"" y posteriormente al baile y karaoke navideño. ¡Los esperamos!",0,"12/01/2022 08:12",N/A,https://www.facebook.com/fimuabc/posts/pfbid02mkQpPgrjNcX8tVTNviwpcGYGDi7HcQtKKUxykCvWGzAkrPUt67471KK9nBeUYa6yl,0,0,Foto,,,,,Total,1820,1535,2,2,0,0,,6,2,4,,,,,,,
623944616192989,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Fotografías de las actividades de activación físicas realizadas en la FIM en el periodo 2022-2. Te invitamos a sumarte en las actividades que se programarán en el 2023-1, por una vida saludable de nuestra comunidad!",0,"12/01/2022 08:12",N/A,https://www.facebook.com/fimuabc/posts/pfbid02Gg6d54Mcabm5AQE7H2aaUbi4HfUFUYGL1rCA813K7RYZQV7FcLMXr9DVqYf4ebxJl,0,0,Foto,,,,,Total,4466,3648,9,9,0,0,,624,261,363,,,,,,,
623939319526852,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Felicitamos a nuestro estudiante Marshall Jassan Valenzuela Camacho del programa educativo de Ingeniero Aeroespacial, por haber obtenido reconocimiento al galardón de la juventud. El Premio Nacional de la Juventud es la máxima distinción que otorga el Gobierno de México, a través de la Secretaría de Bienestar, por conducto del Consejo de Premiación del Premio Nacional de la Juventud. Este reconocimiento busca destacar los aportes de las personas jóvenes en dos categorías: jóvenes entre 12 y 17 años y de 18 a 29 años, cuya conducta o dedicación al trabajo o al estudio, cause entusiasmo entre sus contemporáneos. Nuestro compañero Marshall se ha destacado por su trabajo en “Seminario El Ingeniero Ideal”, “Participación en Spaceport America Cup respresentando a la UABC”, “Organización de lanzamientos de cohetes en Laguna Salada”, “Campeón de ENMICE 2021” y “Difusión de la ciencia en redes” Muchas felicidades Marshall y que sigan los éxitos.",0,"12/01/2022 08:12",N/A,https://www.facebook.com/fimuabc/posts/pfbid02JoWH5Jr3UcqAdhjSJYoHq5docbUAt4THpdk75rNbKJXAcxEx24kPTnkuCu5zPs8Kl,0,0,Foto,,,,,Total,17913,14644,907,811,75,21,1,2702,2351,351,,,,,,,
623308202923297,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Se les invita a la explanada a las 10:30 de la mañana el día jueves 01 de diciembre a la entrega de ""Reconocimientos como Candidato a Mérito Académico de la Facultad de Ingeniería"" y posteriormente al baile y karaoke navideño. ¡Los esperamos!",0,"11/30/2022 12:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02jwZzu8K68uGsdbaXZfMny4bGcSUGbAqw5E9ysz6VanPYtGDHff5KiZVbS7erb9YKl,0,0,Foto,,,,,Total,1947,1661,6,5,0,1,,9,4,5,,,,,,,
623279349592849,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/30/2022 11:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid028J1BeDfrF7onwPaeW7hggSubUCBDmsAMMSTNKFYAtWYbXHm8uRgPBaqYp2tHkjeUl,0,0,Foto,,,,,Total,1649,1472,2,2,0,0,,12,6,6,,,,,,,
622623376325113,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Se les invita a la explanada a las 10:30 de la mañana el día jueves 01 de diciembre a la entrega de ""Reconocimientos como Candidato a Mérito Académico de la Facultad de Ingeniería"" y posteriormente al baile y karaoke navideño. ¡Los esperamos!",0,"11/29/2022 12:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0osiB3irSwB9UKG5EgjcN88tQFiKhpAKwd41Uo971oyPkNZBRuxqUYQoxRFvGhCbrl,0,0,Foto,,,,,Total,2414,1941,6,5,0,1,,19,12,7,,,,,,,
622608389659945,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Estudiantes organizadores del Seminario El Ingeniero Ideal se reúnen con la Directora de la Facultad de Ingeniería para iniciar los preparativos para el próximo seminario a llevarse a cabo el próximo mes de marzo. ¡Espéralo! 
Fernando Castilla 
Nova Acosta 
Yamileth Olivas 
Fabián contreras
Ángeles Ramos",0,"11/29/2022 11:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0AQRsEddNNv1ZHrHg76LR3CkDZ2j4CKpvStxmtKKbsNdo6xE2oA1q1YiAAPwXhy9Tl,0,0,Foto,,,,,Total,6235,5555,175,154,14,7,,629,190,439,,,,,,,
622607262993391,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/29/2022 11:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0zDGreNM9gh5pJKKQAYu8Sxz9qcU7eKnYWJZGuKDEXNqhJfzzC7aZieAUBAxTWGMDl,0,0,Foto,,,,,Total,1777,1545,3,3,0,0,,14,2,12,,,,,,,
622538739666910,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/29/2022 09:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid022cWwimdoMc8uw2w9vGdUrXFuc7AyZ3Cc4KVJsiM5yNE6Me5pCS3QUqqnkgr8D3ufl,0,0,Foto,,,,,Total,3453,3122,9,8,0,1,,84,29,55,,,,,,,
622523679668416,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Durante los días 28 y 30 de septiembre de 2022 se llevó a cabo el Concurso Interno de Ciencias Básicas, organizado por el Tronco Común de ciencias Básicas y los Cuerpos Académicos de Ciencias Básicas y Física adscritos al Tronco Común de la Facultad de Ingeniería Mexicali y cuyo propósito es promover el estudio y aprendizaje de las ciencias básicas en los estudiantes de ingeniería dentro de un ambiente de sana competencia. Se contó con la participación de 17 estudiantes en categoría única, misma que incluye los contenidos de las unidades de aprendizaje de Cálculo Diferencial, Integral y Multivariable, Álgebra Superior, Ecuaciones Diferenciales, Métodos Numéricos y Probabilidad y Estadística, Mecánica Vectorial y Química. Con el concurso además de fomentar y motivar el estudio y gusto por las matemáticas, física y química se pretende coadyuvar al mejoramiento de los conocimientos, habilidades y competencias de los estudiantes. A la final pasaron 10 estudiantes y la elección de los tres primeros lugares fue muy difícil por los resultados tan cerrados que se obtuvieron. La final se llevó a cabo el día 30 de septiembre y en ambas etapas la modalidad del concurso se basa en un examen escrito con duración máxima de tres horas, para tal efecto el estudiante se puede apoyar con su calculadora científica y formulario. 
Los primeros tres lugares se relacionan a continuación.

Karla Karime Olivares Moreno  
Loisana Danae López Cázares 
Mirka Naomi Moreno Camacho 
 ¡Muchas Felicidades!

El resto de finalistas se relacionan a continuación sin establecer el lugar que obtuvieron en el concurso

Emanuel Murrieta Meza, Joel Badillo Ravelo, Camila Sofía Castillo Tornel, Alexis Rangel Gadiel, Rogelio Morales Venegas, Rigoberto Flores Palacios y Elena Marile Bojorquez Guillén. 

¡ Enhorabuena a todos los participantes !",0,"11/29/2022 09:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02o7v75EJfE9GhuYbG5H9T5nWkpNaUY8KQ4wAdJ73MJKryyhQpVuGqFoznBFNFwJNPl,0,0,Foto,,,,,Total,5138,4635,52,39,10,3,,739,284,455,,,,,,,
621960753058042,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"RECOLECTRA

Fecha: Viernes 2 de Diciembre 2022
Hora: 9:00 hrs a 15:00 hrs
Lugar: Calle Churubusco Frente al Estacionamiento F

¡Cordialmente invitados¡",0,"11/28/2022 11:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0hR7tbLUNnXGLM1BLu5GvfEVFFfDjJBUrWHHjNi1eZAG8RoPSSWZmPmvgcKDerMEZl,0,0,Foto,,,,,Total,2315,2055,11,5,3,3,,26,7,19,,,,,,,
620023053251812,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Atención se extiende una semana más. Gracias.",0,"11/25/2022 16:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid034XUPkDuZJj43fZ3yPUZjWKvcSQBgguke8cgnjMrYG2eqxSJ5qJE1vFozMYZRKTsUl,0,0,Foto,,,,,Total,6010,4869,38,27,6,5,,645,447,198,,,,,,,
619948876592563,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"La Facultad de Ingeniería se une a la campaña ÚNETE UABC, con actividades de sensibilización y concientización sobre la violencia a mujeres, adolescentes y niñas.  Estudiantes, docentes, personal administrativo y de servicios de la FIM participaron en la toma de fotografía con el mensaje ""NO ES NO"". En nuestras manos está denunciar cualquier acto de discriminación, desigualdad y actos de violencia hacia mujeres y niñas. NINGUNA MÁS.",0,"11/25/2022 13:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid028BT8g4PNYWmkz1hTdcWzW9krX5dpSPVgo3senbbXVSSDgkHGad4qmXJrYEzz7qwBl,0,0,Foto,,,,,Total,2442,1990,8,8,0,0,,157,23,134,,,,,,,
619939026593548,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Nuestra Directora Dra.Araceli Celina Justo acompañadas de estudiantes miembros del Club Eco Smart,  de la Presidenta Aletza Rubio y la Dra. Marlene Zamora, hicieron entrega del apoyo económico obtenido por la actividad del Súper Reciclatón a la Directora del CAVIM A.C. El Súper Reciclatón fue un evento de recolección de archivo muerto de la comunidad estudiantil y docente, residuo traído de casa, dónde se impactó al medio ambiente y así mismo benefició el monto económico a una Asociación Civil de apoyo a la mujeres y niños en Baja California que sufren de violencia.
Se espera continuar con la actividad del Súper Reciclatón en nueva edición 2023, para beneficiar al medio ambiente y así mismo a organizaciones civiles.",0,"11/25/2022 13:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0DtU5zLFL2JFFw7pWdoZW7ugfbV5fgBCpr1tZVBvhYUYSjwwLHH6dF53QVchaiJn4l,0,0,Foto,,,,,Total,3693,2875,76,67,4,5,,403,102,301,,,,,,,
619934463260671,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Servicio Social RECOLECTRA
Para mayores informes al correo: cramirez50@uabc.edu.mx con la Dra. Mayra Cecilia Ramírez Camacho
Esta es la liga para la inscripción. 

Gracias. 
https://docs.google.com/forms/d/e/1FAIpQLSesGj7JRLlHa3KhLc0QzuY84m4822g5Sa1qkeZfexlEP-kTLw/viewform?usp=sf_link",0,"11/25/2022 13:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0Zz4t6eB2MJB5bLxD77Tz2ykLcxxsE6GBh5HsxMxCp2cxN8xVy4qgRnBsdxWB7Shtl,0,0,Foto,,,,,Total,1786,1514,2,2,0,0,,23,4,12,7,,,,,,
619911069929677,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/25/2022 12:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0VrTgDzHVWQYVapWr6MhUWFL4YszEyR4HDVM8SRJYvsuAVEbdjcmwkAdDth3B8KEWl,0,0,Foto,,,,,Total,1770,1545,7,7,0,0,,16,4,12,,,,,,,
619905616596889,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"La Facultad de Ingeniería se une a la campaña ÚNETE UABC, con actividades de sensibilización y concientización sobre la violencia a mujeres, adolescentes y niñas.  Estudiantes, docentes, personal administrativo y de servicios de la FIM participaron en la toma de fotografía con el mensaje ""NO ES NO"". En nuestras manos está denunciar cualquier acto de discriminación, desigualdad y actos de violencia hacia mujeres y niñas. NINGUNA MÁS.",0,"11/25/2022 11:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02KM4rhsxun2Rq5zjc5wY2Xz85v6n7zAJYtFWNYG88PAdtxaLSsorSV8Ydrz6GMsECl,0,0,Foto,,,,,Total,3044,2616,15,15,0,0,,327,69,258,,,,,,,
619905216596929,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"La Facultad de Ingeniería se une a la campaña ÚNETE UABC, con actividades de sensibilización y concientización sobre la violencia a mujeres, adolescentes y niñas.  Estudiantes, docentes, personal administrativo y de servicios de la FIM participaron en la toma de fotografía con el mensaje ""NO ES NO"". En nuestras manos está denunciar cualquier acto de discriminación, desigualdad y actos de violencia hacia mujeres y niñas. NINGUNA MÁS.",5,"11/25/2022 11:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0bWkEwD22BwZfWL775geKw59zRi4mx3uXvz8d9VVnq3whWsVVvdvM4eZXgWZQ6xb7l,0,0,Video,,,,,Total,1469,1256,9,9,0,0,,80,53,,,27,3889.08,3.484,0,0,0
619271029993681,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",https://www.facebook.com/125018474267409/posts/pfbid0TuLeWLWXQic76nSZppQkKF5rmgYy3zVReNaEogZfgVahmiVDc5soCrL1pZkSbrzBl/?mibextid=Nif5oz,0,"11/24/2022 16:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02sC8x5boBHrPJ6pG3as9d9pdHgc4qQf9pcZyhmkxEMPYhCBkap4JzsoikwMT1C87sl,0,1,Foto,,,,,Total,2690,2350,12,11,0,1,,437,238,196,3,,,,,,
619257519995032,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"La Facultad de Ingeniería felicita a sus estudiantes participantes en el 9no Encuentro Estatal de Jóvenes Investigadores 2022, organizado por la Coordinación General de Posgrado e Investigación de la UABC.  Y una especial felicitación a los estudiantes de la FIM que resultaron ganadores. ¡Enhorabuena!",0,"11/24/2022 16:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0NkC88vAGv4gb9ps5EX8M8tsAcUhSMdtZ7E4m3ZRhMu4HsZfmcwtXHdTxWARdiY3sl,0,0,Foto,,,,,Total,2635,2319,20,19,0,1,,116,40,76,,,,,,,
619246979996086,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"El día de hoy se llevó a cabo el Torneo de Robótica ITMXLI 2022, en las instalaciones del Tecnológico Nacional de México Campus Mexicali. Donde Estudiantes de la FIM tuvieron una destacada participación. El equipo ""Las Carrys"" conformado por las alumnas de Computación: Alexandra Anchondo, Angela García y Joscelyn Covarrubias obtuvo el 2do. Lugar en la categoría Seguidor de Líneas. Además, el equipo ""JPNRobotics"" de Mecatrónica conformado por los estudiantes: Rodrigo Mendoza, Gisell Silva y Eduardo Cervantes, obtuvieron el 3er. Lugar en la misma categoría.

Este torneo contó con la participación de los docentes: Dr. Adolfo Ruelas Puente, Dr. Jose Ramírez Zarate y Dr. Abraham Arias León, como jueces del evento.

#OrgulloCimarron",0,"11/24/2022 16:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02MubMKWQQMocF7cWzqePrmuJNbezbSUDfWNcZs5v3hpqsYCyaiBaTyZASzzeHX7aCl,0,0,Foto,,,,,Total,8325,6274,93,76,9,8,1,822,281,541,,,,,,,
619236613330456,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Servicio Social RECOLECTRA
Para mayores informes al correo: cramirez50@uabc.edu.mx con la Dra. Mayra Cecilia Ramírez Camacho
Esta es la liga para la inscripción. 
liga para la inscripción (servicio social). 

Gracias. 
https://docs.google.com/forms/d/e/1FAIpQLSesGj7JRLlHa3KhLc0QzuY84m4822g5Sa1qkeZfexlEP-kTLw/viewform?usp=sf_link",0,"11/24/2022 15:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02BbtMEJjsPYBAKUutUA3KvQJQxBnf7dw7zQjiZoGyZ2HkG18STPjY6HqYgnNcQ5HSl,0,0,Foto,,,,,Total,2237,1890,16,9,5,2,,92,38,28,26,,,,,,
619128833341234,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/24/2022 12:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02JYmAPwxU9UiJrQgDZQPFVnAZuJPX1ZeAZ5tryJiteCR7HZHcMc28ZeCaF4TKRF3el,0,0,Foto,,,,,Total,3658,3192,7,5,0,2,,383,48,335,,,,,,,
619127843341333,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/24/2022 12:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02CVm64aEpNKtxmPv155qmKPjfH5YGfJmBqyCVhMjn7dWq5EZXyyNLJqDp8H7D1T3dl,0,0,Foto,,,,,Total,5822,4969,45,29,10,6,,698,414,284,,,,,,,
619023410018443,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/24/2022 09:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid034DTH221qxrQx275eVMZA6VovXAZYVuqzVBeKoYzwL79hFrYP4DsFNAwVxmzZwQSol,0,0,Foto,,,,,Total,1441,1267,2,2,0,0,,8,4,4,,,,,,,
619018100018974,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/24/2022 09:11",N/A,https://www.facebook.com/photo.php?fbid=619018100018974&set=a.560878725832912&type=3,0,0,Foto,,,,,Total,32,31,23,23,0,0,,5,,5,,,,,,,
618535416733909,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Horario en explanada 9:00 a.m.",0,"11/23/2022 17:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0sbjAoN5ZQfF4fig4HZiJ3EUCtdzfwgQDFY4DGAwxRco3uDCknXk7KP2YsuRj4u43l,0,0,Foto,,,,,Total,1336,1168,0,0,0,0,,6,1,5,,,,,,,
618497500071034,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/23/2022 16:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0iSy2NQ4sXsVdHc2MxPrkJUazUBeQt7j7if2gj3wYceGPH6PQwTSFaMALrZs2SJ3nl,0,0,Foto,,,,,Total,1812,1452,2,1,0,1,,22,7,15,,,,,,,
618479793406138,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"XXVI Congreso Nacional de Hidráulica Mazatlán Sinaloa 2022 realizado DEL 16 AL 18 DE NOVIEMBRE
“La innovación y tecnología hacia la Seguridad Hídrica”:

En el “XXVI Congreso Nacional de Hidráulica Mazatlán Sinaloa 2022” previamente se realizaron tres regionales: región norte, región sur, región centro. Participando en total de la región norte 4 universidades y 2 estados. Región centro 4 estados, 6 universidades. Región Sur 3 estados, 5 universidades. Siendo un total de participación de 9 estados de la república mexicana y 15 universidades.
Dentro del concurso región norte, la Universidad Autónoma de Baja California obtuvo el primer lugar regional en el concurso de maquetas de modelos hidráulicos con la maqueta de “Implementación de infraestructura verde para la captación de agua pluvial”. Con la participación en el V Concurso de maquetas de Modelos Hidráulicos con la maqueta “Implementación de infraestructura verde para la captación de agua pluvial” obteniendo así el segundo lugar nacional donde participaron 6 equipos de diferentes estados del país. ¡Felicidades alumnos y docentes del programa educativo Civil!",0,"11/23/2022 15:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02zjR2q5knUuhKZtSGML6tiFz2n89r386ybGZA4iMBBAdaZBREWA4bGuk6vpiHgeTil,0,0,Foto,,,,,Total,7333,5816,129,113,9,7,,998,317,681,,,,,,,
618456113408506,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Será frente al Estacionamiento E, en el área de acceso a la FIM.",0,"11/23/2022 14:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02gK1grPBcEyQE2Z8MrPnByr5xAsWDPKHw1gunzrHEALeN39JR4GdJufHAQmFSKgNsl,0,0,Foto,,,,,Total,2419,2107,11,7,0,4,1,48,4,44,,,,,,,
618413106746140,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"El día de hoy a las 10:00 de la mañana El Dr. Daniel Valdez Delgadillo Rector de la UABC realizó la ""Ceremonia de Inauguración del Sistema de Cubiertas Solares Fotovoltaicas de la Facultad de Ingeniería Mexicali"" acompañado en el presidium por el Dr. Gabriel Estrella Valenzuela Presidente de la Junta de Gobierno UABC, la Vicerrectora Dra. Gisela Montero Alpirez,  Dra. Araceli Celina Justo López Directora de la FIM, Tesorera C.P. Gabriela Rosas Bazúa además de Directores, Autoridades, Personal Docente, Administrativo, Personal de Servicios, Alumnos y medios de comunicación.  
#Cimarrónmicorazón 
#lafimcercadeti",0,"11/23/2022 12:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0pcdV48pmweWmappbmvZUuE51nduPDizXaXQKu7FY3kccorWkByhXAR1HJTJPTmx4l,0,0,Foto,,,,,Total,3019,2504,22,22,0,0,,311,77,234,,,,,,,
618393260081458,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"El evento en explanada será a las 9:00 a.m.",0,"11/23/2022 11:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid036M5aMSNisxmvht6e4G1qGaguEWYF4AMnhzASjmArSVwKDV5VHgjW6c1ZDR8b5mUbl,0,0,Foto,,,,,Total,1292,1068,1,0,0,1,,11,10,1,,,,,,,
618326636754787,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/23/2022 09:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02WLXW8rMQfeXpSoPBL8ewC99ueaxQmkduL7wR4iK15RJ6Gk8hwrpi7AG2hpfwgr2zl,0,0,Foto,,,,,Total,1807,1578,1,1,0,0,,40,7,33,,,,,,,
617778406809610,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/22/2022 15:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02M2NbMDo17SLWcH8Jku5QjadM8nda4R7X4twr3Mtb9Jw6VHM6LGo3iZhuD4QW5RJZl,0,0,Foto,,,,,Total,2355,2033,12,9,2,1,,62,42,20,,,,,,,
617759390144845,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"XI Semana de Vinculación en la Facultad de Ingeniería con la participación del programa educativo Civil con el Dr. Marcelo Lomelí Banda Responsable del Programa Educativo y el Dr. José Mizael Ruiz Gibert. 

¡Gracias por la participación!",0,"11/22/2022 14:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid05ZS1HAhFgahDExZpYkvbJQyv2595eP71DqfVzAg3V2wo9ynTJVL2SjtbUNEEQ6eHl,0,0,Foto,,,,,Total,3554,3164,12,12,0,0,,452,93,359,,,,,,,
617737710147013,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"XI Semana de Vinculación 2022-2 y Cimarrones con Energía  presentaron al expositor Licenciado Mario C. López Gerente de agentes externos Sempra Infraestructura con el tema ""Proyectos de Energía en Baja California, Sempra Infraestructura"" con la participación del Dr. Alejandro Suastegui Responsable del Programa Educativo de Energías Renovables y la Dra. Marlene Zamora.",0,"11/22/2022 13:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0jP2UHxJQv9eHStHeqfJ77G1UkcoTMFnkkD1MrEkMzojTBC2cg8FGWPe98xqQMZBKl,0,0,Foto,,,,,Total,3157,2674,39,33,3,3,,204,61,143,,,,,,,
617677563486361,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/22/2022 11:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0Gkgk42bQqpTNvCNmMmuhQSvSovr73UfoSAa8hqZceovQJEk4hVdMzrXd6ctt2vdQl,0,0,Foto,,,,,Total,2062,1855,16,12,0,4,,37,3,34,,,,,,,
617663416821109,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/22/2022 11:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0PbfV7VR5dJ4iYAWTDYFUrCYwmbxUqEostfn4VXr2VSNhuARXQbFDQg8MX5qWkhRel,0,0,Foto,,,,,Total,1772,1639,7,7,0,0,,56,8,48,,,,,,,
617652190155565,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/22/2022 10:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0hYDdukApyCbBFHd3N57cbPnW5QEJocyhouqmA9aGN3qDedFnj1u6AL8eiTqSBBdgl,0,0,Foto,,,,,Total,1195,1058,2,2,0,0,,8,1,7,,,,,,,
617649246822526,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/22/2022 10:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0m9xAPPqAMKPCiV4Z4ziRUrYhhWjbhwAVqTd44jYe9LkcagcbGenLR8rAMJQ4VPNl,0,0,Foto,,,,,Total,1326,1154,1,1,0,0,,13,,13,,,,,,,
617634870157297,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado","https://m.facebook.com/story.php?story_fbid=pfbid02E4rwKSYCdvsUzWEEaSiVEQFi1ctPB7GL735hZnLoPaQdox57ceZoJN78vqabxjSZl&id=100002530980894&mibextid=qC1gEa

Aniversario Industrial",1567,"11/22/2022 10:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02WyL899hTXhPhomuSvaQ89UX9Sh41GCRxBTwNp3dz8oE5yBGfCZ8AxskspQUHEeHgl,0,1,Video,,,,,Total,1009,881,5,5,0,0,,29,29,,,,,,,,
617623933491724,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado","https://m.facebook.com/story.php?story_fbid=pfbid02A8W9sfPTRBJNppBRFRGXEaYwe8c9bwaib7KnhPFxQKdsw9KkcrKsmprz2KaJXjtVl&id=100081791647707&mibextid=Nif5oz

¡ Muchas Felicidades !
#lafimcercadeti",0,"11/22/2022 10:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02ibvPj2hL4yEys3oVUUYaMKrpEJbLdy8vEnd9JagsNSftbsJUaPe8MuyA3x4CxxLol,0,1,Foto,,,,,Total,2655,2531,12,12,0,0,,175,41,134,,,,,,,
617618416825609,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/22/2022 09:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid07W8tLKafmCQdidi9JNaWSe26crKwn3Deia9MntxNeeCEBzMnNvT58r3S31b7xbVol,0,0,Foto,,,,,Total,1240,1122,3,3,0,0,,14,3,11,,,,,,,
617618116825639,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"XI Semana de Vinculación en la Facultad de Ingeniería",0,"11/22/2022 09:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid023d43UAXu832fv4WTEdFjcAj2kJogi6rjUUtzU9CLejGsbGx44dfDdnCWRYES2oTNl,0,0,Foto,,,,,Total,4571,3636,6,6,0,0,,571,78,493,,,,,,,
615011453752972,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/18/2022 17:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02ki8M5pF8uuXLMggoUPpjoAhiWhxDsAdzdLjBfd5YvYpngFWnj29zcLjmT362zNeNl,0,0,Foto,,,,,Total,1521,1301,2,2,0,0,,10,1,9,,,,,,,
615010867086364,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/18/2022 17:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0Z9oAu4ae1mLVJWcvBs7jvEKU3KBg6q2MP7Pre8nm9fKCcDbAN1oc4kSHqprk5uJml,0,0,Foto,,,,,Total,1336,1131,0,0,0,0,,4,1,3,,,,,,,
614991620421622,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/18/2022 16:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid035nRetqi7JAJk3Yy9c8UoKPNSJsSj1tBQEKcYxBWeCqNEYb2X2AcjCz8mjCHGDr2fl,0,0,Foto,,,,,Total,3473,2921,19,16,0,3,,285,42,243,,,,,,,
